Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,Document Type,Source
"Singh K., Sundar S.","Artifical bee colony algorithm using problem-specific neighborhood strategies for the tree t-spanner problem",2018,"Applied Soft Computing Journal","62",,,"110","118",,"10.1016/j.asoc.2017.10.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032455393&doi=10.1016%2fj.asoc.2017.10.022&partnerID=40&md5=20b63b16f6d327f07a8c8a0a7fac462b","A tree t-spanner is a spanning tree T in which the ratio of distance between every pair of vertices is at most t times their shortest distance in a connected graph, where t is a value called stretch factor of T. On a given connected, undirected, and weighted graph, this paper studies the tree t-spanner problem (Tree_t-SP) that aims to find a spanning tree whose stretch factor is minimum amongst all spanning trees of the graph. Being a NP-Hard for any fixed t > 1, this problem is under-studied in the domain of metaheuristic techniques. In literature, only genetic algorithm has been proposed for this problem. This paper presents an artificial bee colony (ABC) algorithm for this problem, where ABC algorithm is a swarm intelligence technique inspired by intelligent foraging behavior of honey bees. Neighborhood strategies of ABC algorithm particularly employ problem-specific knowledge that makes ABC algorithm highly effective in searching high quality solutions in less computational time. Computational experiments on a large set of randomly generated graph instances exhibit superior performance of ABC algorithm over the existing genetic algorithm for the Tree_t-SP. © 2017 Elsevier B.V.",Article,Scopus
"Davidović T., Glišović N., Rašković M.","Bee colony optimization for clustering incomplete data",2018,"CEUR Workshop Proceedings","2098",,,"94","108",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047974076&partnerID=40&md5=70c10ee76e3040d1f6d800fc3120b5bc","Many decision making processes include the situations when not all relevant data are available. The main issues one has to deal with when clustering incomplete data are the mechanism for filling in the missing values, the definition of a proper distance function and/or the selection of the most appropriate clustering method. It is very hard to find the method that can adequately estimate missing values in all required situations. Therefore, in the recent literature a new distance function, based on the propositional logic, that does not require to determine the values of missing data, is proposed. Exploiting this distance, we developed Bee Colony Optimization (BCO) approach for clustering incomplete data based on the p-median classification model. BCO is a population-based meta-heuristic inspired by the foraging habits of honey bees. It belongs to the class of Swarm intelligence (SI) methods. The improvement variant of BCO is implemented, the one that transforms complete solutions in order to improve their quality. The efficiency of the proposed approach is demonstrated by the comparison with some recent clustering methods. Copyright © by the paper's authors.",Conference Paper,Scopus
"Pope N.S., Jha S.","Seasonal food scarcity prompts long-distance foraging by a wild social bee",2018,"American Naturalist","191","1",,"45","57",,"10.1086/694843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038398234&doi=10.1086%2f694843&partnerID=40&md5=a63a0e43f9890369e07eaa8aaf60c092","Foraging is an essential process for mobile animals, and its optimization serves as a foundational theory in ecology and evolution; however, drivers of foraging are rarely investigated across landscapes and seasons. Using a common bumblebee species from the western United States (Bombus vosnesenskii), we ask whether seasonal decreases in food resources prompt changes in foraging behavior and space use. We employ a unique integration of population genetic tools and spatially explicit foraging models to estimate foraging distances and rates of patch visitation for wild bumblebee colonies across three study regions and two seasons. By mapping the locations of 669 wild-caught individual foragers, we find substantial variation in colony-level foraging distances, often exhibiting a 60-fold difference within a study region. Our analysis of visitation rates indicates that foragers display a preference for destination patches with high floral cover and forage significantly farther for these patches, but only in the summer, when landscape-level resources are low. Overall, these results indicate that an increasing proportion of long-distance foraging bouts take place in the summer. Because wild bees are pollinators, their foraging dynamics are of urgent concern, given the potential impacts of global change on their movement and services. The behavioral shift toward long-distance foraging with seasonal declines in food resources suggests a novel, phenologically directed approach to landscape-level pollinator conservation and greater consideration of late-season floral resources in pollinator habitat management. © 2017 by The University of Chicago.",Article,Scopus
"Dyer F.C., Seeley T.D.","Orientation foraging in honey bees",2018,"Insect Flight",,,,"205","230",,"10.1201/9781351073585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893196657&doi=10.1201%2f9781351073585&partnerID=40&md5=3e3e123a9f4b3d1d9cdb76390e43fbff","Most flying insects face the problem of moving over large distances relative to their body size and, like most animals, have evolved a diversity of mechanisms to move and position themselves adaptively. The particular orientational problems that an insect must solve depend largely upon how and where it makes its living. A monarch butterfly that makes seasonal migrations must set a suitable bearing and maintain it over days of flight through unfamilar territory from North America to a small site in Central Mexico.1 A male moth in search of a mate requires a method of searching for the ""odor plume"" of the sex pheromone of the female and then using this chemical signal to home in on his goal.2 A male dragonfly, hoverfly, or carpenter bee guarding a site in anticipation of the arrival of females needs to position himself repeatedly in the same place after each sally to investigate potential competitors or mates.3. © 1989 by CRC Press, Inc.",Book Chapter,Scopus
"Tosi S., Burgio G., Nieh J.C.","A common neonicotinoid pesticide, thiamethoxam, impairs honey bee flight ability",2017,"Scientific Reports","7","1", 1201,"","",,"10.1038/s41598-017-01361-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018744577&doi=10.1038%2fs41598-017-01361-8&partnerID=40&md5=51543498edbf674003d95b3f14d4979b","Pesticides can pose environmental risks, and a common neonicotinoid pesticide, thiamethoxam, decreases homing success in honey bees. Neonicotinoids can alter bee navigation, but we present the first evidence that neonicotinoid exposure alone can impair the physical ability of bees to fly. We tested the effects of acute or chronic exposure to thiamethoxam on the flight ability of foragers in flight mills. Within 1 h of consuming a single sublethal dose (1.34 ng/bee), foragers showed excitation and significantly increased flight duration (+78%) and distance (+72%). Chronic exposure significantly decreased flight duration (-54%), distance (-56%), and average velocity (-7%) after either one or two days of continuous exposure that resulted in bees ingesting field-relevant thiamethoxam doses of 1.96-2.90 ng/bee/day. These results provide the first demonstration that acute or chronic exposure to a neonicotinoid alone can significantly alter bee flight. Such exposure may impair foraging and homing, which are vital to normal colony function and ecosystem services. © 2017 The Author(s).",Article,Scopus
"Woodgate J.L., Makinson J.C., Lim K.S., Reynolds A.M., Chittka L.","Continuous Radar Tracking Illustrates the Development of Multi-destination Routes of Bumblebees",2017,"Scientific Reports","7","1", 17323,"","",,"10.1038/s41598-017-17553-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054667372&doi=10.1038%2fs41598-017-17553-1&partnerID=40&md5=32a0a62393fb182a25cb1dd1ea69f6b6","Animals that visit multiple foraging sites face a problem, analogous to the Travelling Salesman Problem, of finding an efficient route. We explored bumblebees’ route development on an array of five artificial flowers in which minimising travel distances between individual feeders conflicted with minimising overall distance. No previous study of bee spatial navigation has been able to follow animals’ movement during learning; we tracked bumblebee foragers continuously, using harmonic radar, and examined the process of route formation in detail for a small number of selected individuals. On our array, bees did not settle on visit sequences that gave the shortest overall path, but prioritised movements to nearby feeders. Nonetheless, flight distance and duration reduced with experience. This increased efficiency was attributable mainly to experienced bees reducing exploration beyond the feeder array and flights becoming straighter with experience, rather than improvements in the sequence of feeder visits. Flight paths of all legs of a flight stabilised at similar rates, whereas the first few feeder visits became fixed early while bees continued to experiment with the order of later visits. Stabilising early sections of a route and prioritising travel between nearby destinations may reduce the search space, allowing rapid adoption of efficient routes. © 2017, The Author(s).",Article,Scopus
"Hadagali M.D., Suan C.L.","Advancement of sensitive sniffer bee technology",2017,"TrAC - Trends in Analytical Chemistry","97",,,"153","158",,"10.1016/j.trac.2017.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030102412&doi=10.1016%2fj.trac.2017.09.006&partnerID=40&md5=2998a2cc857b3e8b2c1a176cb645f77c","Humans are being substantially benefitting from the use of honeybees. Honeybees are natural foragers; they travel long distances in search for water, nectar, propolis and pollen. Researchers aim to use these factors for the welfare of mankind, taking advantage of the behavioral characteristics of honeybees to use them as a basis for developing natural biosensors. Through the use of a honeybee sensor system, one can train thousands of bees to seek many kind of odor. This finally results in a very simple to use but powerful real biosensor, potentially much more efficient than any electronic sensor. This review briefly outlines the sniffer technology of honeybees for deploying them as highly sensitive, accurate and cost effective biosensors. This sniffer bee technology can be employed in various fields, such as theatres of war, identification of explosives, various chemicals, flowers/plants, food contamination, biomarkers in medicinal field, etc. © 2017 Elsevier B.V.",Review,Scopus
"Łopuch S., Tofilski A.","Importance of wing movements for information transfer during honey bee waggle dance",2017,"Ethology","123","12",,"974","980",,"10.1111/eth.12703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031106547&doi=10.1111%2feth.12703&partnerID=40&md5=a60e0cce0c70aefaa4f16c8c9a2ca105","There is growing evidence indicating that dancing honeybees can transfer some information about the found food source by means of wing movements. However, the available data are limited and inconclusive in the case of the frequency of wing beats. Therefore, in this study, the hypothesis that the wing beats convey information about the foraging distance was re-examined. Honeybee dances were recorded using a high-speed camera, and foraging distances were decoded from the duration of waggle phases. Dancing honeybees moved their wings for almost half (47%) of the duration of waggle phases. The number of wing-beating pulses and the combined duration of wing beating were strongly positively correlated with the duration of waggle phases (p <.0014), whereas the mean frequency of wing beats, the mean duration of wing-beating pulses and the mean number of wing beats in one wing-beating pulse were not correlated with the duration of waggle phases (p >.05). Nevertheless, both the mean frequency of wing beats and the mean number of wing beats in one wing-beating pulse were positively correlated with the mean frequency of abdomen waggles (p <.0014). They were also positively correlated with the mean frequency of wing-beating pulses (p <.0014). The correlation matrix revealed that there were two groups of dance components that were positively correlated within groups, but negatively correlated between groups. One of the groups provided information about distance to the food source. We hypothesise that the other group, including the number of wing beats in one pulse, the frequency of wing beats, the frequency of wing-beating pulses and the frequency of abdomen waggles, may provide information about the motivational state of foragers. © 2017 Blackwell Verlag GmbH",Article,Scopus
"Chen C., Du H., Lin S.","Mobile robot wall-following control by improved artificial bee colony algorithm to design a compensatory fuzzy logic controller",2017,"ECTI-CON 2017 - 2017 14th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology",,, 8096373,"856","859",,"10.1109/ECTICon.2017.8096373","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039906604&doi=10.1109%2fECTICon.2017.8096373&partnerID=40&md5=3b619adbe157bbc0b695ada6ab8b660a","This dissertation proposes an improved artificial bee colony (lABC) algorithm for designing a compensatory fuzzy logic controller (CLFC) in order to achieve an actual mobile robot wall-following task. During the wall-following task, the CFLC inputs measure the distance between the ultrasonic sensors and the wall, and the outputs of the CFLC are the robot's left-wheel and right-wheel speeds. A cost function is defined to evaluate the performance of the CFLC in the wall-following task. The cost function includes three control factors (CF) which are defined as follows: maintaining a user-defined robot-wall distance, avoiding robot-wall collision, and ensuring that the robot can successfully negotiate the venue. The original artificial bee colony algorithm (ABC) simulates the intelligent foraging behavior of honey-bee swarms, which are good at exploration but poor at exploitation. An improved ABC algorithm, the IABC algorithm, is proposed that adopts the mutation strategies of differential evolution to balance exploration and exploitation. The IABC algorithm applies a new reward-based roulette wheel selection where an obtained a better solution by gains a reward during the learning stage. To demonstrate the performance of the IABC designed CFLC, the method was compared with other population-based algorithms with respect to the efficiency of the wall-following task. © 2017 IEEE.",Conference Paper,Scopus
"Kaur R., Sharma D., Verma A.","Enhance satellite image classification based on fuzzy clustering and Marr-Hildreth algorithm",2017,"4th IEEE International Conference on Signal Processing, Computing and Control, ISPCC 2017","2017-January",,,"130","137",,"10.1109/ISPCC.2017.8269663","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045840644&doi=10.1109%2fISPCC.2017.8269663&partnerID=40&md5=a76910f0b30ce385e1eea44fd4ee45f6","The Satellite image classification is a significant method recycled in remote detecting for the automated study and structure recognition of the satellite data, which facilitate the automated understanding of the huge amount of data or information. These days, there happen the various kinds of classification methods, such as parallelepiped and less distance classifiers, but it is static essential to get better their presentation in relations of correctness rate. After existing work, we study the cross breed fuzzy, c-mean clustering algorithm and FFNN classifier for rocks cover planning of lands, shadow, construction. It initializes with the separate step pre-processing process to create the picture appropriate for segmentation. The processing of the image is refined using the cross-genetic-Artificial Bee Colony (ABC) algorithm that is implemented by cross breading the ABC and Fuzzy c-means to find the effective division in satellite image and categorized using NN. The presentation of the offered hybrid-algorithm is compared performance with the algorithms like, Artificial Bee Colony (ABC) algorithm, ABC-GA algorithm, Affecting KFCM. We implement the edge detection using Mar Hildreth Edge Detection Algorithm; Fuzzy c means Clustering using for segmentation of the satellite image, to extract the features used Principle component analysis, to optimize the extracted feature using Bacteria Foraging Algorithm and classification SVM (Support Vector Machine) to execute the satellite picture classification. In minimum time and evaluate the better accuracy based on the support vector machine algorithm. We design the framework in satellite images classifies uses MATLAB 2013a simulation tool and evaluate the performance in the Xdb-Index and DB-Index. © 2017 IEEE.",Conference Paper,Scopus
"Van Nest B.N., Wagner A.E., Marrs G.S., Fahrbach S.E.","Volume and density of microglomeruli in the honey bee mushroom bodies do not predict performance on a foraging task",2017,"Developmental Neurobiology","77","9",,"1057","1071",,"10.1002/dneu.22492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027570040&doi=10.1002%2fdneu.22492&partnerID=40&md5=42fd7a7e5c2f44257ef4f1bb269dc49c","The mushroom bodies (MBs) are insect brain regions important for sensory integration, learning, and memory. In adult worker honey bees (Apis mellifera), the volume of neuropil associated with the MBs is larger in experienced foragers compared with hive bees and less experienced foragers. In addition, the characteristic synaptic structures of the calycal neuropils, the microglomeruli, are larger but present at lower density in 35-day-old foragers relative to 1-day-old workers. Age- and experience-based changes in plasticity of the MBs are assumed to support performance of challenging tasks, but the behavioral consequences of brain plasticity in insects are rarely examined. In this study, foragers were recruited from a field hive to a patch comprising two colors of otherwise identical artificial flowers. Flowers of one color contained a sucrose reward mimicking nectar; flowers of the second were empty. Task difficulty was adjusted by changing flower colors according to the principle of honey bee color vision space. Microglomerular volume and density in the lip (olfactory inputs) and collar (visual inputs) compartments of the MB calyces were analyzed using anti-synapsin I immunolabeling and laser scanning confocal microscopy. Foragers displayed significant variation in microglomerular volume and density, but no correlation was found between these synaptic attributes and foraging performance. © 2017 Wiley Periodicals, Inc. Develop Neurobiol 77: 1057–1071, 2017. © 2017 Wiley Periodicals, Inc.",Article,Scopus
"Danner N., Keller A., Härtel S., Steffan-Dewenter I.","Honey bee foraging ecology: Season but not landscape diversity shapes the amount and diversity of collected pollen",2017,"PLoS ONE","12","8", e0183716,"","",,"10.1371/journal.pone.0183716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028540845&doi=10.1371%2fjournal.pone.0183716&partnerID=40&md5=c0165a90c19e45bfc058225869c44a13","The availability of pollen in agricultural landscapes is essential for the successful growth and reproduction of honey bee colonies (Apis mellifera L.). The quantity and diversity of collected pollen can influence the growth and health of honey bee colonies, but little is known about the influence of landscape structure on pollen diet. In a field experiment, we rotated 16 honey bee colonies across 16 agricultural landscapes, used traps to collect samples of collected pollen and observed intra-colonial dance communication to gain information about foraging distances. DNA metabarcoding was applied to analyze mixed pollen samples. Neither the amount of collected pollen nor pollen diversity was related to landscape diversity. However, we found a strong seasonal variation in the amount and diversity of collected pollen in all sites independent of landscape diversity. The observed increase in foraging distances with decreasing landscape diversity suggests that honey bees compensated for lower landscape diversity by increasing their pollen foraging range in order to maintain pollen amount and diversity. Our results underscore the importance of a diverse pollen diet for honey bee colonies. Agri-environmental schemes aiming to support pollinators should focus on possible spatial and temporal gaps in pollen availability and diversity in agricultural landscapes. © 2017 Danner et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",Article,Scopus
"Huey S., Nieh J.C.","Foraging at a safe distance: crab spider effects on pollinators",2017,"Ecological Entomology","42","4",,"469","476",,"10.1111/een.12406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017358008&doi=10.1111%2feen.12406&partnerID=40&md5=c22f49f645351f400cfe85f3d5421886","1. The ability of pollinating insects to discover and evade their predators can affect plant–pollinator mutualisms and have cascading ecosystem effects. Pollinators will avoid flowers with predators, but it is not clear how far away they will move to continue foraging. If these distances are relatively small, the impact of predators on the plant–pollinator mutualism may be lessened. The plant could continue to receive some pollination, and pollinators would reduce the time and energy needed to search for another patch. 2. A native crab spider, Xysticus elegans, was placed on one cluster in a small array of Baccharis pilularis inflorescence clusters, and the preferred short-range foraging distances of naturally visiting pollinators was determined. 3. Nearly all pollinator taxa (honey bees, wasps, other Hymenoptera, and non-bombyliid flies) spent less time foraging on the predator cluster. 4. The key result of this study is that inflorescences within 90 mm of the crab spider were avoided by visiting honey bees and wasps, which spent three- and 18-fold more time, respectively, foraging on more distant flower clusters. 5. Whether honey bees can use olfaction to detect spiders was then tested, and this study provides the first demonstration that honey bees will avoid crab spider odour alone at a food source. © 2017 The Royal Entomological Society",Article,Scopus
"Tripathi S., Basumatary S.K., Bera S.K., Brahma M., Sarma G.C.","A palynological study of natural honeys from the Bongaigaon district of Assam, northeast India",2017,"Palynology","41","3",,"389","400",,"10.1080/01916122.2016.1217950","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015674397&doi=10.1080%2f01916122.2016.1217950&partnerID=40&md5=a76c85ec9a2f2f3cd887b92de4c169a6","Palynological examination of 18 honey samples (BG-1–18) procured from nine localities in the Bongaigaon District, Assam, India, produced a assemblage of pollen in terms of quantity and diversity. According to palynological assessment of the honey samples, 12 were unifloral (five in terms of Brassica campestris, two from Elaeocarpus rugosus and one each from Mimosa pudica, Xanthium strumarium, Syzygium cumini, Salmalia malabaricum and Meliaceae). Six were multifloral; the dominant taxa include Mimosa, Brassica, Coriandrum, Ziziphus mauritiana and Salmalia. Taxa such as Cassia fistula, Acacia catechu, Toona ciliata, Butea monosperma, Lagerstroemia parviflora, Lamiaceae, Malvaceae and Oleaceae were minor sources of nectar and bee forage, as indicated by low frequencies of their pollen. The numerous pollen types and their diversity show that bees travel considerable distances to collect nectar for honey production. The study could be helpful in evaluating the allergenicity of some honeys in the area of investigation, causing hay fever, asthma, dermatitis and other disorders, where composition is mainly of ‘Compositae allergic’ pollen such as Xanthium (BG-2; 57.78%; unifloral) and Eupatorium (BG-4; 37.64%; unifloral). © 2017 AASP–The Palynological Society.",Article,Scopus
"Herrmann J.D., Haddad N.M., Levey D.J.","Testing the relative importance of local resources and landscape connectivity on Bombus impatiens (Hymenoptera, Apidae) colonies",2017,"Apidologie","48","4",,"545","555",,"10.1007/s13592-017-0499-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021762396&doi=10.1007%2fs13592-017-0499-1&partnerID=40&md5=2083251324fc14211f987d734e15dd86","Bee populations are decreasing worldwide. The underlying causes are likely determined by factors at different scales. We tested the relative importance of local resources and landscape connectivity on 64 bumblebee (Bombus impatiens) colonies in experimentally isolated and connected habitat fragments. We used colony mass, no. of workers, and no. of gynes to estimate colony performance. Landscape connectivity did not significantly affect colony performance, but local floral resources had a significantly positive effect, especially in isolated fragments. These results suggest that bumblebee colonies encountered sufficient floral resources within the local 1.4 ha habitat fragments to support colony growth, making long-distance foraging trips to neighboring fragments unnecessary. From a conservation perspective, we suggest that efforts to improve colony performance should prioritize boosting local floral resources over manipulation of large-scale landscape features. © 2017, INRA, DIB and Springer-Verlag France.",Article,Scopus
"Lam C., Li Y., Landgraf T., Nieh J.","Dancing attraction: Followers of honey bee tremble and waggle dances exhibit similar behaviors",2017,"Biology Open","6","6",,"810","817",,"10.1242/bio.025445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021131213&doi=10.1242%2fbio.025445&partnerID=40&md5=27e98a26fbaf7a78416fef615b2e92c4","The function of the honey bee tremble dance and howit attracts signal receivers is poorly understood. We tested the hypothesis that tremble followers and waggle followers exhibit the same dance-following behavior. If correct, this could unify our understanding of dance following, provide insight into dance information transfer, and offer a way to identify the signal receivers of tremble dance information. Followers showed similar initial attraction to and tracking of dancers. However, waggle dancers were faster than tremble dancers, and follower-forward, -sideways, and - angular velocities were generally similar to the velocities of their respective dancers. Waggle dancers attracted followers from 1.3-fold greater distances away than tremble dancers. Both follower types were attracted to the lateral sides of dancers, but tremble followers were more attracted to the dancer's head, and waggle followers were more attracted to the dancer's abdomen. Tremble dancers engaged in 4-fold more brief food exchanges with their followers than waggle dancers. The behaviors of both follower types are therefore relatively conserved. Researchers can now take the next steps, observing tremble followers todetermine their subsequent behaviors and testing the broader question of whether follower attraction and tracking is conserved in a wide range of social insects. © 2017. Published by The Company of Biologists Ltd.",Article,Scopus
"Ogilvie J.E., Forrest J.R.","Interactions between bee foraging and floral resource phenology shape bee populations and communities",2017,"Current Opinion in Insect Science","21",,,"75","82",,"10.1016/j.cois.2017.05.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020732231&doi=10.1016%2fj.cois.2017.05.015&partnerID=40&md5=b1426ebc88c844b7c82281fd0cf058a7","Flowers are ephemeral, yet bees rely on them for food throughout their lives. Floral resource phenology – which can be altered by changes in climate and land-use – is therefore key to bee fitness and community composition. Here, we discuss the interactions between floral resource phenology, bee foraging behaviour, and traits such as diet breadth, sociality, and body size. Recent research on bumble bees has examined behavioural responses to local floral turnover and effects of landscape-scale floral resource phenology on fitness, abundance, and foraging distances. Comparable studies are needed on non-social, pollen-specialist species. We also encourage greater use of information contained in museum collections on bee phenologies and floral hosts to test how phenology has shaped the evolution of bee–plant associations. © 2017 Elsevier Inc.",Review,Scopus
"Pope N.S., Jha S.","Inferring the foraging ranges of social bees from sibling genotypes sampled across discrete locations",2017,"Conservation Genetics","18","3",,"645","658",,"10.1007/s10592-017-0941-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014278700&doi=10.1007%2fs10592-017-0941-y&partnerID=40&md5=855639e4d5a43899e1a8249a7e452978","A knowledge of the distances regularly travelled by foraging bees is essential to understanding the movement of pollen across landscapes, and has implications for the conservation of both pollinators and plants. Unfortunately, the movements of bees are difficult to measure directly at ecologically relevant scales. A common strategy for quantifying the foraging ranges of social bees is to sample the genotypes of foragers across a landscape. Individual foragers can be assigned to colonies with polymorphic genetic markers, and the dispersion of siblings in space can be used to make inference about colony locations and foraging movements. Several previous studies have sampled sibling genotypes at discrete locations (for example, at regular points along a transect), rather than in continuous space. Restricting the collection of bees to discrete locations presents a number of considerations for sampling design and data analysis. In this paper, we develop a spatially-explicit, model-based framework for the simulation and estimation of foraging ranges. Using these tools, we simulated experiments to characterise the efficacy of different sampling strategies, and provide an example with actual data that demonstrates the advantages of our method over an approach based on regression. © 2017, Springer Science+Business Media Dordrecht.",Article,Scopus
"Balfour N.J., Ratnieks F.L.W.","Using the waggle dance to determine the spatial ecology of honey bees during commercial crop pollination",2017,"Agricultural and Forest Entomology","19","2",,"210","216",,"10.1111/afe.12204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007038754&doi=10.1111%2fafe.12204&partnerID=40&md5=4772316f74d6b0a8fa852e0f0edf5f37","Managed honey bees play an important role in global crop pollination. Maximizing their potential is likely to be of increasing importance to the human food supply. We explored the potential of waggle dance data to determine the spatial ecology of honey bees sited in a crop under commercial pollination. Over two springs, we video recorded and then decoded 834 waggle dances from colonies located in two apple and pear farms in Kent, U.K. We also obtained pollen samples from returning foragers and quantified the insects visiting apple and pear flowers. The vast majority (84%) of dances were for locations outside of the orchards in which our colonies were located. Accounting for the distance of orchards and oilseed rape fields from the study colonies, the amount of foraging per hectare in oilseed rape fields was greater than in orchards. The results of the present study indicate that maximizing the pollination services of managed honey bee colonies requires an landscape level approach that takes into account farm and foraging scale, as well as competing floral sources. The data also suggest that oilseed rape is a significant competitor to apple and pear flowers for honey bee visits. © 2016 The Royal Entomological Society",Article,Scopus
"Khamukhin A.A.","A simple algorithm for distance estimation without radar and stereo vision based on the bionic principle of bee eyes",2017,"IOP Conference Series: Materials Science and Engineering","177","1", 012028,"","",,"10.1088/1757-899X/177/1/012028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016217977&doi=10.1088%2f1757-899X%2f177%2f1%2f012028&partnerID=40&md5=87096fbca09886db7cef2119f40e7091","Simple navigation algorithms are needed for small autonomous unmanned aerial vehicles (UAVs). These algorithms can be implemented in a small microprocessor with low power consumption. This will help to reduce the weight of the UAVs computing equipment and to increase the flight range. The proposed algorithm uses only the number of opaque channels (ommatidia in bees) through which a target can be seen by moving an observer from location 1 to 2 toward the target. The distance estimation is given relative to the distance between locations 1 and 2. The simple scheme of an appositional compound eye to develop calculation formula is proposed. The distance estimation error analysis shows that it decreases with an increase of the total number of opaque channels to a certain limit. An acceptable error of about 2 % is achieved with the angle of view from 3 to 10° when the total number of opaque channels is 21600. © Published under licence by IOP Publishing Ltd.",Conference Paper,Scopus
"Häussler J., Sahlin U., Baey C., Smith H.G., Clough Y.","Pollinator population size and pollination ecosystem service responses to enhancing floral and nesting resources",2017,"Ecology and Evolution","7","6",,"1898","1908",,"10.1002/ece3.2765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013399402&doi=10.1002%2fece3.2765&partnerID=40&md5=dcd03e8d78bbaf3c0317c10618db7d0b","Modeling pollination ecosystem services requires a spatially explicit, process-based approach because they depend on both the behavioral responses of pollinators to the amount and spatial arrangement of habitat and on the within- and between-season dynamics of pollinator populations in response to land use. We describe a novel pollinator model predicting flower visitation rates by wild central-place foragers (e.g., nesting bees) in spatially explicit landscapes. The model goes beyond existing approaches by: (1) integrating preferential use of more rewarding floral and nesting resources; (2) considering population growth over time; (3) allowing different dispersal distances for workers and reproductives; (4) providing visitation rates for use in crop pollination models. We use the model to estimate the effect of establishing grassy field margins offering nesting resources and a low quantity of flower resources, and/or late-flowering flower strips offering no nesting resources but abundant flowers, on bumble bee populations and visitation rates to flowers in landscapes that differ in amounts of linear seminatural habitats and early mass-flowering crops. Flower strips were three times more effective in increasing pollinator populations and visitation rates than field margins, and this effect increased over time. Late-blooming flower strips increased early-season visitation rates, but decreased visitation rates in other late-season flowers. Increases in population size over time in response to flower strips and amounts of linear seminatural habitats reduced this apparent competition for pollinators. Our spatially explicit, process-based model generates emergent patterns reflecting empirical observations, such that adding flower resources may have contrasting short- and long-term effects due to apparent competition for pollinators and pollinator population size increase. It allows exploring these effects and comparing effect sizes in ways not possible with other existing models. Future applications include species comparisons, analysis of the sensitivity of predictions to life-history traits, as well as large-scale management intervention and policy assessment. © 2017 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.",Article,Scopus
"Ronca S., Allainguillaume J., Ford C.S., Warren J., Wilkinson M.J.","GM risk assessment: Pollen carriage from Brassica napus to B. rapa varies widely between pollinators",2017,"Basic and Applied Ecology","19",,,"36","44",,"10.1016/j.baae.2017.01.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013449812&doi=10.1016%2fj.baae.2017.01.007&partnerID=40&md5=a5c76f4c6e0cbb7504e110d624c1321c","Characterizing insect pollen carriage between closely related plant species is especially challenging where source species possess morphologically identical pollen and share many pollinators in common. Here, we use an SNP-based assay using the plant DNA barcoding locus matK to characterize pollen carriage between cultivated Brassica napus and wild Brassica rapa in three sites across southern England. The assay differentiated B. napus and B. rapa pollen carried by honey bees (Apis melifera), bumblebees (Bombus spp.), mining bees (Andrena spp.) and hoverflies (Syrphidae) captured on B. napus plants 1–2 m from wild B. rapa, and on B. rapa plants at various distances from the crop. Apis individuals foraging on B. rapa and carrying B. napus pollen were rarely found beyond 10 m from the crop. However, Bombus and Andrena individuals captured on B. rapa occasionally carried crop pollen up to 300 m from the source field. Hoverflies carried less pollen overall but featured high proportions of B. napus pollen even at the most distant capture points. We predict that different pollinator species will evoke markedly different patterns of interspecific hybrid formation. We conclude that more exhaustive surveys of this kind will help parameterize future mechanistic models to predict the distribution of hybrids between Genetically Modified B. napus and B. rapa on a landscape scale. © 2017 Gesellschaft für Ökologie",Article,Scopus
