Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,Document Type,Source
"Milet-Pinheiro P., Ayasse M., Dötterl S.","Visual and olfactory floral cues of Campanula (Campanulaceae) and their significance for host recognition by an oligolectic bee pollinator",2015,"PLoS ONE","10","6", e0128577,"","",,"10.1371/journal.pone.0128577","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936806618&doi=10.1371%2fjournal.pone.0128577&partnerID=40&md5=580fdf8cf884d4fec8e3a759b0b388ba","Oligolectic bees collect pollen from a few plants within a genus or family to rear their offspring, and are known to rely on visual and olfactory floral cues to recognize host plants. However, studies investigating whether oligolectic bees recognize distinct host plants by using shared floral cues are scarce. In the present study, we investigated in a comparative approach the visual and olfactory floral cues of six Campanula species, of which only Campanula lactiflora has never been reported as a pollen source of the oligolectic bee Ch. rapunculi. We hypothesized that the flowers of Campanula species visited by Ch. rapunculi share visual (i.e. color) and/or olfactory cues (scents) that give them a host-specific signature. To test this hypothesis, floral color and scent were studied by spectrophotometric and chemical analyses, respectively. Additionally, we performed bioassays within a flight cage to test the innate color preference of Ch. rapunculi. Our results show that Campanula flowers reflect the light predominantly in the UV-blue/blue bee-color space and that Ch. rapunculi displays a strong innate preference for these two colors. Furthermore, we recorded spiroacetals in the floral scent of all Campanula species, but Ca. lactiflora. Spiroacetals, rarely found as floral scent constituents but quite common among Campanula species, were recently shown to play a key function for host-flower recognition by Ch. rapunculi. We conclude that Campanula species share some visual and olfactory floral cues, and that neurological adaptations (i.e. vision and olfaction) of Ch. rapunculi innately drive their foraging flights toward host flowers. The significance of our findings for the evolution of pollen diet breadth in bees is discussed. © 2015 Milet-Pinheiro et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",Article,Scopus
"Garbuzov M., Schürch R., Ratnieks F.L.W.","Eating locally: dance decoding demonstrates that urban honey bees in Brighton, UK, forage mainly in the surrounding urban area",2015,"Urban Ecosystems","18","2",,"411","418",,"10.1007/s11252-014-0403-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939893518&doi=10.1007%2fs11252-014-0403-y&partnerID=40&md5=90bd8a17a409538a4d6b045091bdb475","Urbanization is increasing worldwide. Urban habitats often support considerable biodiversity and so are of conservation value, even though they are highly modified ecosystems. Urban parks and gardens are rich in flowers that provide food for pollinators, including bees. Here, we use waggle dance decoding to investigate foraging by 3 honey bee hives located in the city of Brighton, UK, over almost an entire foraging season, April to October. Waggle dances were recorded using video cameras and decoded during framewise playback on a computer by measuring the angle and duration of the waggle phase. Foraging was mostly local (mean monthly distances 0.5–1.2 km) and mostly within the surrounding urban area (monthly means 78–92 %) versus the countryside (closest distance 2.2 km) even though this was well within the honey bee maximum foraging range (c. 12 km). These distances were lower than those from a previous study for hives located in a rural area 4.5 km away. Honey bees are very sensitive to foraging economics and foragers make waggle dances only after visiting high-quality feeding locations. Low distances advertised by dances, therefore, indicate sufficient forage nearby and show that urban areas can support honey bees year round. As a corollary, however, urban bees may provide little pollination service to agriculture especially in spring, which had the lowest foraging distances and is when the most economically important animal-pollinated UK crops, apple and oilseed rape, are in bloom. © 2014, Springer Science+Business Media New York.",Article,Scopus
"Chang L.-H., Barron A.B., Cheng K.","Effects of the juvenile hormone analogue methoprene on rate of behavioural development, foraging performance and navigation in honey bees (Apis mellifera)",2015,"Journal of Experimental Biology","218","11",,"1715","1724",,"10.1242/jeb.119198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943782725&doi=10.1242%2fjeb.119198&partnerID=40&md5=e8ed6dd62929efade5c0dc9db3123f20","Worker honey bees change roles as they age as part of a hormonally regulated process of behavioural development that ends with a specialised foraging phase. The rate of behavioural development is highly plastic and responsive to changes in colony condition such that forager losses, disease or nutritional stresses accelerate behavioural development and cause an early onset of foraging in workers. It is not clear to what degree the behavioural development of workers can be accelerated without there being a cost in terms of reduced foraging performance. Here, we compared the foraging performance of bees induced to accelerate their behavioural development by treatment with the juvenile hormone analogue methoprene with that of controls that developed at a normal rate. Methoprene treatment accelerated the onset of both flight and foraging behaviour in workers, but it also reduced foraging span, the total time spent foraging and the number of completed foraging trips. Methoprene treatment did not alter performance in a short-range navigation task, however. These data indicate a limitation to the physiological plasticity of bees, and a trade off between forager performance and the speed at which bees begin foraging. Chronic stressors will be expected to reduce the mean age of the foraging force, and therefore also reduce the efficiency of the foraging force. This interaction may explain why honey bee colonies react to sustained stressors with non-linear population decline. © 2015 Published by The Company of Biologists Ltd.",Article,Scopus
"Stewart F.J., Kinoshita M., Arikawa K.","The roles of visual parallax and edge attraction in the foraging behaviour of the butterfly Papilio xuthus",2015,"Journal of Experimental Biology","218","11",,"1725","1732",,"10.1242/jeb.115063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955617613&doi=10.1242%2fjeb.115063&partnerID=40&md5=9e47a849fe1e7f40045d6c1929957d6e","Several examples of insects using visual motion to measure distance have been documented, from locusts peering to gauge the proximity of prey, to honeybees performing visual odometry en route between the hive and a flower patch. However, whether the use of parallax information is confined to specialised behaviours like these or represents a more general purpose sensory capability, is an open question.We investigate this issue in the foraging swallowtail butterfly Papilio xuthus, which we trained to associate a target presented on a monitor with a food reward.We then tracked the animal's flight in realtime, allowing us to manipulate the size and/or position of the target in a closed-loop manner to create the illusion that it is situated either above or below the monitor surface. Butterflies are less attracted to (i.e. slower to approach) targets that appear, based on motion parallax, to be more distant. Furthermore, we found that the number of abortive descent manoeuvres performed prior to the first successful target approach varies according to the depth of the virtual target, with expansion and parallax cues having effects of opposing polarity. However, we found no evidence that Papilio modulate the kinematic parameters of their descents according to the apparent distance of the target. Thus, we argue that motion parallax is used to identify a proximal target object, but that the subsequent process of approaching it is based on stabilising its edge in the 2D space of the retina, without estimating its distance. © 2015 Published by The Company of Biologists Ltd.",Article,Scopus
"López-Uribe M.M., Morreale S.J., Santiago C.K., Danforth B.N.","Nest suitability, fine-scale population structure and male-mediated dispersal of a solitary ground nesting bee in an urban landscape",2015,"PLoS ONE","10","5", e0125719,"","",,"10.1371/journal.pone.0125719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929121313&doi=10.1371%2fjournal.pone.0125719&partnerID=40&md5=419b3af72eab22772acca1083abc8c87","Bees are the primary pollinators of flowering plants in almost all ecosystems. Worldwide declines in bee populations have raised awareness about the importance of their ecological role in maintaining ecosystem functioning. The naturally strong philopatric behavior that some bee species show can be detrimental to population viability through increased probability of inbreeding. Furthermore, bee populations found in human-altered landscapes, such as urban areas, can experience lower levels of gene flow and effective population sizes, increasing potential for inbreeding depression in wild bee populations. In this study, we investigated the fine-scale population structure of the solitary bee Colletes inaequalis in an urbanized landscape. First, we developed a predictive spatial model to detect suitable nesting habitat for this ground nesting bee and to inform our field search for nests.We genotyped 18 microsatellites in 548 female individuals collected from nest aggregations throughout the study area. Genetic relatedness estimates revealed that genetic similarity among individuals was slightly greater within nest aggregations than among randomly chosen individuals. However, genetic structure among nest aggregations was low (Nei's G<inf>ST</inf> = 0.011). Reconstruction of parental genotypes revealed greater genetic relatedness among females than among males within nest aggregations, suggesting male-mediated dispersal as a potentially important mechanism of population connectivity and inbreeding avoidance. Size of nesting patch was positively correlated with effective population size, but not with other estimators of genetic diversity. We detected a positive trend between geographic distance and genetic differentiation between nest aggregations. Our landscape genetic models suggest that increased urbanization is likely associated with higher levels of inbreeding. Overall, these findings emphasize the importance of density and distribution of suitable nesting patches for enhancing bee population abundance and connectivity in human dominated habitats and highlights the critical contribution of landscape genetic studies for enhanced conservation and management of native pollinators. © 2015 López-Uribe et al.",Article,Scopus
"Couvillon M.J., Ratnieks F.L.W.","Environmental consultancy: Dancing bee bioindicators to evaluate landscape ""health""",2015,"Frontiers in Ecology and Evolution","3","MAY", 44,"","",,"10.3389/fevo.2015.00044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051623825&doi=10.3389%2ffevo.2015.00044&partnerID=40&md5=7082b4a120aff6eae609bdd1dce7fa12","Here we explore how waggle dance decoding may be applied as a tool for ecology by evaluating the benefits and limitations of the methodology compared to other existing ways to evaluate the honey bees' use of the landscape. The honey bee foragers sample and ""report"" back on large areas (c. 100 km2). Because honey bees perform dances only for the most profitable resources, these data provide spatial information about the availability of good quality forage for any given time. We argue that dance decoding may inform on a range of ecological, conservation, and land management issues. In this way, one species and methodology gives us a novel measure of a landscape's profitability, or ""health,"" that may be widely relevant, not just for honey bees, but for other flower-visiting insects as well. © 2015 Couvillon and Ratnieks.",Review,Scopus
"Garbuzov M., Couvillon M.J., Schürch R., Ratnieks F.L.W.","Honey bee dance decoding and pollen-load analysis show limited foraging on spring-flowering oilseed rape, a potential source of neonicotinoid contamination",2015,"Agriculture, Ecosystems and Environment","203",,,"62","68",,"10.1016/j.agee.2014.12.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921918151&doi=10.1016%2fj.agee.2014.12.009&partnerID=40&md5=2b2d65f854ce96940d6977626e661f71","Neonicotinoid insecticides used to treat the seeds of bee-attractive crops occur in trace amounts in nectar and pollen. Possible harm to bees has resulted in the European Commission imposing a precautionary two-year moratorium on the use of neonicotinoids on bee-attractive crops from 2013. Recent laboratory and semi-field studies on colony-level effects of neonicotinoids assumed exclusive or near-exclusive levels of colony foraging on a treated crop. But is this a realistic assumption? Six honey bee (Apis mellifera) colonies were monitored over two springs (April-May 2011/12) in two neighbouring locations (urban and rural) in and near Brighton, UK, to quantify foraging on oilseed rape, the most widespread bee-attractive crop in the UK, by decoding waggle dances and trapping pollen. The study area was representative of the UK agricultural landscape in that the percentage area cover of the blooming oilseed rape fields around the rural location was similar to the national average (3.3-3.9% vs 3.1%). The amount of foraging on oilseed rape fields, as indicated by dance decoding, was variable, but low, 0-0.02% for the urban and 2-26% for the rural location. Almost all foraging, 91-99%, was within 2. km, even though honey bees can forage at distances of over 10. km. Pollen trapping in 2012 supported the dance decoding results, with oilseed rape pollen comprising 14% of pollen pellets collected by foragers from rural and 4% from urban hives. The results of this study have implications for policy as they cast doubt on the generality of some previous studies on colony-level effects on social bees conducted in laboratory and semi-field settings. © 2014 Elsevier B.V.",Article,Scopus
"Han L., Fan T., Zheng S., Huang C.","Vanishing point detection based on an artificial bee colony algorithm",2015,"Journal of Electronic Imaging","24","3", 033024,"","",,"10.1117/1.JEI.24.3.033024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989244991&doi=10.1117%2f1.JEI.24.3.033024&partnerID=40&md5=18051172297a44cf3579f5ca48ab76b7","Vanishing points (VPs) are crucial for inferring the three-dimensional structure of a scene and can be exploited in various computer vision applications. Previous VP detection algorithms have been proven effective but generally cannot guarantee a strong performance in both accuracy and computational time. We propose an artificial bee colony algorithm called dynamic clustering artificial bee colony (DCABC) that accurately and efficiently detects VPs in the image plane. The task is regarded as a dynamic line-clustering problem, and the line clusters are initialized by their orientation information. Inspired by the foraging behavior of bees, DCABC selects the clustering center and reclassifies the line segments based on a distance criterion until the terminating condition is met. The optimal line clusters determine the estimated VP. The dissimilarity among solutions is measured by the Hamming distance between two binary vectors, which simplifies the new solution construction. The performances of the proposed and existing algorithms are evaluated on the York Urban database. The results verify the efficiency and accuracy of our proposed algorithm. © 2016 The Authors.",Article,Scopus
"Muth F., Scampini A.V., Leonard A.S.","The effects of acute stress on learning and memory in bumblebees",2015,"Learning and Motivation","50",,,"39","47",,"10.1016/j.lmot.2014.10.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940462241&doi=10.1016%2fj.lmot.2014.10.007&partnerID=40&md5=f36e7d43b17d5c5b2acff971f2888950","Stress has complex effects on learning and memory, depending on both the type of stress and when the animal experiences it. Honeybees and bumblebees are agriculturally important pollinators for whom the effects of stress are extremely relevant. These pollinators are often transported long distances during which colonies experience severe physical disturbance, causing stress to individuals prior to their release for pollination. Under natural foraging conditions, bees are excellent at learning about the flowers they forage from, including associations between floral stimuli and rewards. However, it is not clear how stress might affect bees' abilities to learn and remember floral features. Here we address the effects of acute stress on learning and memory in the bumble bee, Bombus impatiens. Using the Proboscis Extension Response (PER) protocol, we look at stress effects on learning and memory in three experiments. After being trained to a conditioned stimulus, we addressed: (1) the effect of 24. h and (2) 30. min of stress on the recall of this learned association and (3) the effect of stress on subsequently learning an association. We found that 24. h of stress after learning appeared to improve memory recall, and there was a trend in the same direction for 30. min of stress. However, bees that were stressed prior to learning an association did not differ from unstressed bees in their ability to learn or remember an association. Our finding that stress has effects on memory in the bumblebee could have implications for their use in behavioral experiments and for promoting the success of both managed and wild populations. © 2015 Elsevier Inc.",Article,Scopus
"Bridgett R.J., Kirk W.D.J., Drijfhout F.P.","The use of a within-hive replication bioassay method to investigate the phagostimulatory effects of pollen, bee bread and pollen extracts, on free-flying honey bee colonies",2015,"Apidologie","46","3",,"315","325",,"10.1007/s13592-014-0324-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928994853&doi=10.1007%2fs13592-014-0324-z&partnerID=40&md5=978a2aa8d3b27b50fde13968fd88a733","A method for conducting multiple-choice bioassays, incorporating within-hive replication, is described and demonstrated here. This method has been used to study the influence of phagostimulants in pollens on food uptake within honey bee colonies. Experiments using bee-collected trapped pollens and a sample of stored bee bread suggest that there is little or no difference in the preference of bees towards fresh pollen or bee bread. Further work using solvent extracts of pollen showed that phagostimulants are easily extractable in sufficient quantities to increase the consumption of artificial diet in field-based colonies, despite alternative natural forage being available. Data indicate that the addition of polar solvent extracts of pollen increases diet consumption more than less polar extracts. Isolating and identifying phagostimulants could contribute towards production of a range of more palatable artificial diets than those currently available. © 2014, INRA, DIB and Springer-Verlag France.",Article,Scopus
"Schultheiss P., Cheng K., Reynolds A.M.","Searching behavior in social Hymenoptera",2015,"Learning and Motivation","50",,,"59","67",,"10.1016/j.lmot.2014.11.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940459527&doi=10.1016%2fj.lmot.2014.11.002&partnerID=40&md5=04bd9182dd5e74a1f86a3fa5d9ca3b00","The movement pattern of a searching animal affects how it interacts with the environment, thus playing an important role in many environmental processes. Social hymenopteran foragers make good models for studying search patterns because their only role is to search for food and bring it back to the nest or hive. Search patterns in ants and bees, the most studied social hymenopterans, consist of loops around the origin of search that expand in size as the search goes on. Different factors influence search structure, including the type and distribution of the resource that is targeted, and the kind and amount of information available for navigation. In the distributions of the lengths of search segments, bees exhibit a Lévy walk pattern, which follows a power law in which occasional long segments are interspersed within many short segments, and yet longer segments are interspersed within the long segments. Such a scale-free and heavy-tailed distribution has been shown to be optimal in searching for sparse targets. Ants on the other hand show a composite Brownian search distribution, composed of two exponential distributions at different scales. We argue that such composite Brownian searches serve to approximate a Lévy walk. Both Lévy walks and composite Brownian searches are found in a range of other animals, including hunter-gatherer humans. These patterns may be ancient, as they have been found in fossils dating to at least 50 million years. © 2015 Elsevier Inc.",Article,Scopus
"Valverde P.L., Jiménez-Sierra C., López-Ortega G., Zavala-Hurtado J.A., Rivas-Arancibia S., Rendón-Aguilar B., Pérez-Hernández M.A., Cornejo-Romero A., Carrillo-Ruiz H.","Floral morphometry, anthesis, and pollination success of Mammillaria pectinifera (Cactaceae), a rare and threatened endemic species of Central Mexico",2015,"Journal of Arid Environments","116",,,"29","32",,"10.1016/j.jaridenv.2015.01.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921892376&doi=10.1016%2fj.jaridenv.2015.01.016&partnerID=40&md5=5f7c6a10f5700e888bad9c46d6222075","Reproductive biology in the highly diverse Cactaceae family is described in only few species. Given that a large number of species are rare, threatened, or endangered, and the entire family is included in Appendix II of CITES, the limited knowledge about their reproductive biology is of major concern. Mammillaria pectinifera is an endangered, small, globose cactus endemic to the Tehuacán-Cuicatlán region in Central Mexico. We aimed to characterize some basic aspects of its reproductive biology in three populations. We described flower morphology and anthesis, identified floral visitors, and evaluated the occurrence of spontaneous self-fertilization and the success of open pollination. Diurnal anthesis in flowers lasted about 4h/day and almost all flowers lasted only one day after opening. The analyses of variance revealed differences in flower morphology among populations. Herkogamy was positive and significantly different among populations. Field experiments revealed that open-pollinated flowers were highly successful in setting fruits and seeds. These results corroborate those reported in other Mammillaria species. Autonomous self-pollination was negligible and ineffective. Bees of the genus Ceratina were dominant among the captured flower visitors, and estimations of their maximum foraging distance indicated successful outcrossing in plants. This study indicates almost complete dependency of M.pectinifera on pollinators for fruits and seeds production. Our results serve as a basis for future research on reproductive biology of M.pectinifera and other rare and endangered cacti. © 2015 Elsevier Ltd.",Article,Scopus
"Reynolds A.M., Jones H.B.C., Hill J.K., Pearson A.J., Wilson K., Wolf S., Lim K.S., Reynolds D.R., Chapman J.W.","Evidence for a pervasive ‘idling-mode’ activity template in flying and pedestrian insects",2015,"Royal Society Open Science","2","5", 150085,"","",10,"10.1098/rsos.150085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940456760&doi=10.1098%2frsos.150085&partnerID=40&md5=bed817f0b8635731236777a5f76590cc","Understanding the complex movement patterns of animals in natural environments is a key objective of ‘movement ecology’. Complexity results from behavioural responses to external stimuli but can also arise spontaneously in their absence. Drawing on theoretical arguments about decision-making circuitry, we predict that the spontaneous patterns will be scale-free and universal, being independent of taxon and mode of locomotion. To test this hypothesis, we examined the activity patterns of the European honeybee, and multiple species of noctuid moth, tethered to flight mills and exposed to minimal external cues. We also reanalysed pre-existing data for Drosophila flies walking in featureless environments. Across these species, we found evidence of common scale-invariant properties in their movement patterns; pause and movement durations were typically power law distributed over a range of scales and characterized by exponents close to 3/2. Our analyses are suggestive of the presence of a pervasive scale-invariant template for locomotion which, when acted on by environmental cues, produces the movements with characteristic scales observed in nature. Our results indicate that scale-finite complexity as embodied, for instance, in correlatedrandom walk models, may be the result of environmental cues overriding innate behaviour, and that scale-free movements may be intrinsic and not limited to ‘blind’ foragers as previously thought. ©2015 The Authors.",Article,Scopus
"Ratnieks F.L.W., Shackleton K.","Does the waggle dance help honey bees to forage at greater distances than expected for their body size?",2015,"Frontiers in Ecology and Evolution","3","APR", 31,"","",,"10.3389/fevo.2015.00031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954373913&doi=10.3389%2ffevo.2015.00031&partnerID=40&md5=fed527d3b9760529c847e9dcf8cd7ab4","A honey bee colony has been likened to an oil company. Some members of the company or colony prospect for valuable liquid resources. When these are discovered other group members can be recruited to exploit the resource. The recruitment of nestmates to a specific location where there is a patch of flowers should change the economics of scouting, that is, the search for new resource patches. In particular, communication is predicted to make scouting at longer distances worthwhile because a profitable resource patch, once discovered, will enhance the foraging not only of the discoverer but also of nestmates that can be directed to the patch. By virtue of having large colonies and dance communication, honey bees are predicted to be able to profitably scout, and hence forage, at greater distances from the nest than either solitary bees or social bees without communication. We test this hypothesis by first examining existing data on foraging distance to evaluate whether honey bees do indeed forage at greater distances than other bees given their body size. Second, we present a simple cost-benefit analysis of scouting which indicates that communication causes longer range scouting to be more profitable. Overall, our analyses are supportive, but not conclusive, that honey bees forage further than would be expected given their size and that the waggle dance is a cause of the honey bee's exceptional foraging range. © 2015 Ratnieks and Shackleton.",Review,Scopus
"Degen J., Kirbach A., Reiter L., Lehmann K., Norton P., Storms M., Koblofsky M., Winter S., Georgieva P.B., Nguyen H., Chamkhi H., Greggers U., Menzel R.","Exploratory behaviour of honeybees during orientation flights",2015,"Animal Behaviour","102",,,"45","57",,"10.1016/j.anbehav.2014.12.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922295530&doi=10.1016%2fj.anbehav.2014.12.030&partnerID=40&md5=9e334c470886545804b94a723a3bac9c","Honeybees, Apis mellifera, perform exploratory orientation flights before they start foraging in order to become familiar with the terrain. To reveal the structure of consecutive orientation flights and hence gain insight into exploratory behaviour, we monitored individual bees from their first flight onwards using harmonic radar technology for flight tracking. We categorized flights into short- and long-range orientation flights. (1) Short-range flights are likely to be related to learning the specific features of the hive's immediate surroundings, and were performed significantly more frequently under unfavourable weather conditions. (2) The duration of long-range orientation flights declined from the first to the fourth flight because the bees spent less time inspecting the immediate surroundings of the hive. (3) Parts of single orientation flights were guided by extended parallel landscape structures on the ground. (4) During consecutive orientation flights bees explored novel sectors of the terrain. (5) Foraging flights performed after orientation flights covered greater distances and may involve a sector of the terrain not explored before, indicating that the acquired visual information plus path integration is sufficient for successful homing even from unfamiliar areas. (6) Exploration may be mixed with foraging flights after the initial orientation flights, sometimes leading to extremely long and elaborate flights. The latter are interpreted as being performed by scout bees. The results are interpreted within the frame of the psychology of exploratory behaviour in animals. © 2015 The Association for the Study of Animal Behaviour.",Article,Scopus
"Tschoeke P.H., Oliveira E.E., Dalcin M.S., Silveira-Tschoeke M.C.A.C., Santos G.R.","Diversity and flower-visiting rates of bee species as potential pollinators of melon (Cucumis melo L.) in the Brazilian Cerrado",2015,"Scientia Horticulturae","186",,,"207","216",,"10.1016/j.scienta.2015.02.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924274044&doi=10.1016%2fj.scienta.2015.02.027&partnerID=40&md5=9a36dba54707bbdb45b3a66b86c88df6","Although bees are important pollinators in many ecosystems worldwide, studies on bee diversity and their contribution to pollination of commercial plants in the Brazilian Cerrado (savannah-like biome) are scarce. The Cerrado biome covers approximately 23% of Brazil and is one of the world's most important agricultural frontiers. Here, we conducted field experiments in the Brazilian Cerrado to evaluate the diversity of bees, their foraging behaviors and flower visiting periods, and their potential contribution to the performance of six melon (. Cucumis melo L.) cultivars. Five bee species (. Apis mellifera, Halictus sp., Plebeia sp., Trigona pallens, and T. spinipes) were recorded visiting both male and hermaphrodite flower types of all C. melo cultivars. Whereas A. mellifera showed two peaks of flower visitation (an intense first one between 8:00. a.m. and 11:00. a.m. and a second less intense one after 4:00. p.m.), all other bee species visited the C. melo flowers only in the morning, with intensities and visitation peaks similar to those of A. mellifera. All of these bees collected nectar and pollen. Our results also indicated a moderate correlation between the intensity of bee visitation and fruit weight, demonstrating that all of these bees had the potential to pollinate C. melo and to influence its productivity. Except for the cultivar 'Hibrix', all the other cultivars showed economic feasibility and produced fruits of marketable sizes, with an estimated yield (over 25. tons/ha) in the range registered in other Brazilian regions. © 2015 Elsevier B.V.",Article,Scopus
"Geib J.C., Strange J.P., Galen A.","Bumble bee nest abundance, foraging distance, and host-plant reproduction: Implications for management and conservation",2015,"Ecological Applications","25","3",,"768","778",,"10.1890/14-0151.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047699738&doi=10.1890%2f14-0151.1&partnerID=40&md5=d53600b91a3ae1e552bd0c0a07bc25f0","Recent reports of global declines in pollinator species imply an urgent need to assess the abundance of native pollinators and density-dependent benefits for linked plants. In this study, we investigated (1) pollinator nest distributions and estimated colony abundances, (2) the relationship between abundances of foraging workers and the number of nests they represent, (3) pollinator foraging ranges, and (4) the relationship between pollinator abundance and plant reproduction. We examined these questions in an alpine ecosystem in the Colorado Rocky Mountains, focusing on four alpine bumble bee species ( Bombus balteatus, B. flavifrons, B. bifarius, and B. sylvicola), and two host plants that differ in their degrees of pollinator specialization ( Trifolium dasyphyllum and T. parryi ). Using microsatellites, we found that estimated colony abundances among Bombus species ranged from ∼18 to 78 colonies/0.01 km2. The long-tongued species B. balteatus was most common, especially high above treeline, but the subalpine species B. bifarius was unexpectedly abundant for this elevation range. Nests detected among sampled foragers of each species were correlated with the number of foragers caught. Foraging ranges were smaller than expected for all Bombus species, ranging from 25 to 110 m. Fruit set for the specialized plant, Trifolium parryi, was positively related to the abundance of its Bombus pollinator. In contrast, fruit set for the generalized plant, T. dasyphyllum, was related to abundance of all Bombus species. Because forager abundance was related to nest abundance of each Bombus species and was an equally effective predictor of plant fecundity, forager inventories are probably suitable for assessing the health of outcrossing plant populations. However, nest abundance, rather than forager abundance, better reflects demographic and genetic health in populations of eusocial pollinators such as bumble bees. Development of models incorporating the parameters we have measured here (nest abundance, forager abundance, and foraging distance) could increase the usefulness of foraging worker inventories in monitoring, managing, and conserving pollinator populations. © 2015 by the Ecological Society of America.",Article,Scopus
"Lester P.J., Bosch P.J., Gruber M.A.M., Kapp E.A., Peng L., Brenton-Rule E.C., Buchanan J., Stanislawek W.L., Archer M., Corley J.C., Masciocchi M., Van Oystaeyen A., Wenseleers T.","No evidence of enemy release in pathogen and microbial communities of common wasps (vespula vulgaris) in their native and introduced range",2015,"PLoS ONE","10","3", e0121358,"","",,"10.1371/journal.pone.0121358","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925856804&doi=10.1371%2fjournal.pone.0121358&partnerID=40&md5=33d0703b2d6e97cdf8ed38d92cf4f9de","When invasive species move to new environments they typically experience population bottlenecks that limit the probability that pathogens and parasites are also moved. The invasive species may thus be released from biotic interactions that can be a major source of density-dependent mortality, referred to as enemy release. We examined for evidence of enemy release in populations of the common wasp (Vespula vulgaris), which attains high densities and represents a major threat to biodiversity in its invaded range. Mass spectrometry prote-omic methods were used to compare the microbial communities in wasp populations in the native (Belgium and England) and invaded range (Argentina and New Zealand). We found no evidence of enemy release, as the number of microbial taxa was similar in both the introduced and native range. However, some evidence of distinctiveness in the microbial communities was observed between countries. The pathogens observed were similar to a variety of taxa observed in honey bees. These taxa included Nosema, Paenibacillus, and Yersina spp. Genomic methods confirmed a diversity of Nosema spp., Actinobacteria, and the Deformed wing and Kashmir bee viruses. We also analysed published records of bacteria, viruses, nematodes and fungi from both V. vulgaris and the related invader V. germanica. Thirty-three different microorganism taxa have been associated with wasps including Kashmir bee virus and entomophagous fungi such as Aspergillus flavus. There was no evidence that the presence or absence of these microorganisms was dependent on region of wasp samples (i.e. their native or invaded range). Given the similarity of the wasp pathogen fauna to that from honey bees, the lack of enemy release in wasp populations is probably related to spill-over or spill-back from bees and other social insects. Social insects appear to form a reservoir of generalist parasites and pathogens, which makes the management of wasp and bee disease difficult. © 2015 Lester et al.",Article,Scopus
"Hasegawa Y., Suyama Y., Seiwa K.","Variation in pollen-donor composition among pollinators in an entomophilous tree species, Castanea crenata, revealed by single-pollen genotyping",2015,"PLoS ONE","10","3", e0120393,"","",,"10.1371/journal.pone.0120393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925726487&doi=10.1371%2fjournal.pone.0120393&partnerID=40&md5=071c5ca1152ccd966a289de49e56adc6","Background In plants, reproductive success is largely determined by the composition of pollen (i.e., selfpollen and outcross-pollen from near and distant pollen-donors) transported as a result of pollinator foraging behavior (e.g., pollen carryover). However, little evidence is available on how and to what extent the pollen carryover affects the pollen-donor composition and on which insect taxa are effective outcross-pollen transporters under field conditions. In this study, we explored roles of foraging behavior of insect pollinators on pollen-donor composition and subsequent reproductive success in a woody plant. Methods We performed paternity analyses based on microsatellite genotyping of individual pollen grains found on diurnal pollinators (i.e., bumblebee, small bee, fly, small beetle, and honeybee) visiting Castanea crenata trees. Results The outcross-pollen rate was highest in bumblebees (66%), followed by small bees (35%), flies (31%), and small beetles (18%). The effective number of pollen donors, representing pollen carryover, was greater in bumblebees (9.71) than in flies (3.40), small bees (3.32), and small beetles (3.06). The high percentages of pollen from outside the plot on bumblebees (65.4%) and flies (71.2%) compared to small bees (35.3%) and small beetles (13.5%) demonstrated their longer pollen dispersal distances. Conclusions All of the diurnal insects carried outcross-pollen grains for long distances via pollen carryover. This fact suggests that a wide range of insect taxa are potential outcross-pollen transporters for the self-incompatible C. crenata. © 2015 Hasegawa et al.",Article,Scopus
